latitude,longitude,response_time
41.88873538,-87.67943806,1
41.89105506,-87.66566449,1
41.92309212,-87.6941261,1
41.91531815,-87.69728319,1
41.84742535,-87.72083004,1
41.97200296,-87.70575855,0
41.97200204,-87.70583699,0
41.97223108,-87.70485149,0
41.97200992,-87.70513224,0
41.97200929,-87.70521015,0
41.97200863,-87.70528859,0
41.98864177,-87.67001893,0
41.98831143,-87.66992867,0
41.95364268,-87.72020382,0
41.9533823,-87.72010306,0
41.95363776,-87.71996028,0
41.9536394,-87.72004146,0
41.95361492,-87.72276872,0
41.95351892,-87.72951351,0
41.95373674,-87.7296097,0
41.81619009,-87.70105489,0
41.81614395,-87.70112983,0
41.81605175,-87.70127971,0
41.81601487,-87.70133967,0
41.7942025,-87.7037251,0
41.79396765,-87.70371682,0
41.82429315,-87.68735502,0
41.78576859,-87.72855241,0
41.80004017,-87.72321178,0
41.95372954,-87.73033909,0
41.76600859,-87.71302001,0
41.74990987,-87.70696835,0
41.95372954,-87.73041608,0
41.74990861,-87.70705335,0
41.74990735,-87.70713835,0
41.95351,-87.73026212,0
41.79349875,-87.66900921,0
41.95351,-87.73018513,0
41.79862164,-87.65999554,0
41.81128846,-87.70300517,0
41.81122676,-87.70394819,0
41.81111799,-87.70394373,0
41.81095483,-87.70393706,0
41.81094977,-87.70299399,0
41.81078042,-87.7029884,0
41.81084607,-87.70393263,0
41.81073702,-87.70392843,0
41.7975392,-87.70381665,0
41.7986777,-87.70355764,0
41.79678066,-87.70350236,0
41.7936228,-87.70361814,0
41.95350999,-87.73010815,0
41.79361604,-87.70407836,0
41.79362021,-87.70380237,0
41.79359982,-87.70508032,0
41.79360383,-87.70484556,0
41.95350999,-87.73003116,0
41.95351235,-87.72986914,0
41.95482154,-87.73236207,0
41.95351399,-87.72978024,0
41.95476988,-87.73236057,0
41.95471823,-87.73235906,0
41.95469112,-87.73235827,0
41.9537351,-87.72969861,0
41.95373345,-87.72978752,0
41.95373181,-87.72987643,0
41.94661216,-87.71770414,0
41.94639266,-87.71769893,0
41.94639169,-87.71777282,0
41.94639536,-87.71749504,0
41.78799766,-87.70203033,0
41.79643796,-87.70349312,0
41.80763817,-87.73331806,0
41.94639651,-87.71740781,0
41.80764032,-87.73317044,0
41.81535566,-87.64555797,0
41.80806481,-87.64536275,0
41.80694068,-87.70408957,0
41.80587592,-87.70405781,0
41.93947775,-87.70136259,0
41.93947783,-87.70128383,0
41.97153984,-87.74596833,0
41.96425033,-87.74881569,0
41.96424788,-87.74899387,0
42.00233682,-87.76789439,0
42.00825297,-87.70432961,0
41.80411874,-87.70400677,0
41.91700463,-87.77563212,0
41.80391119,-87.70400065,0
41.80427413,-87.70401117,0
41.80330304,-87.70398271,0
41.80288101,-87.70397169,0
41.82735532,-87.68282523,0
41.82748705,-87.68261356,0
41.79855101,-87.5919067,0
41.72819848,-87.54608292,0
41.72838496,-87.54860022,0
41.70995417,-87.53513815,0
41.83461378,-87.67052943,0
41.81215303,-87.68468043,0
41.81216039,-87.68593775,0
42.00831434,-87.70467542,0
41.78794398,-87.71791374,0
41.91566513,-87.77558725,0
41.74929252,-87.72394906,0
41.91594657,-87.77559631,0
41.80026019,-87.72963392,0
41.91622789,-87.77560561,0
41.80036833,-87.7296367,0
41.91572669,-87.77529522,0
41.91589556,-87.77530065,0
41.7969675,-87.75499091,0
42.00654351,-87.69991613,0
41.8181293,-87.69930267,0
41.91606443,-87.77530609,0
41.91661193,-87.77561857,0
41.92409913,-87.63940245,0
41.78576662,-87.72873601,0
41.7857676,-87.72864419,0
41.78576859,-87.72855241,0
41.82022824,-87.69495327,0
41.91538368,-87.77557819,0
41.81973135,-87.68970384,0
41.82000288,-87.69511358,0
41.79426121,-87.70372717,0
41.82053011,-87.69443671,0
41.82041986,-87.69472664,0
41.82034999,-87.69472433,0
41.82005876,-87.69473865,0
41.83852197,-87.66671033,0
41.83799286,-87.66761383,0
41.86541413,-87.70700332,0
41.86540542,-87.70792803,0
41.8372898,-87.66662047,0
41.83480541,-87.68441008,0
41.85418515,-87.69901994,0
41.9239063,-87.6392867,0
41.95419761,-87.71522592,0
41.9541411,-87.71522427,0
41.93226026,-87.69041167,0
41.86183246,-87.63039721,0
41.90282227,-87.63948815,0
41.97106613,-87.7148071,0
41.98296466,-87.71021783,0
41.91045829,-87.68535116,0
41.91045086,-87.68577178,0
41.9001797,-87.6868113,0
41.9002482,-87.68681225,0
41.89561531,-87.70670533,0
41.86943095,-87.66281807,0
41.84452927,-87.65175904,0
41.83042061,-87.69465951,0
41.82473559,-87.68749971,0
41.81587489,-87.67731078,0
41.87261544,-87.68360733,0
41.88721525,-87.7604876,0
41.89882634,-87.70763403,0
41.86570891,-87.70701132,0
41.86564995,-87.70700972,0
41.91732444,-87.72228041,0
41.98268323,-87.71021411,0
41.91366003,-87.72781543,0
41.91366569,-87.72752161,0
41.91707479,-87.72520447,0
41.91722944,-87.71214498,0
41.91722842,-87.71222578,0
41.91758599,-87.6805892,0
41.98256971,-87.71021224,0
41.91764537,-87.6777409,0
41.91707406,-87.66425251,0
41.91676309,-87.66559423,0
41.91674421,-87.66567549,0
41.91654727,-87.66631168,0
41.92538802,-87.70116974,0
41.93203687,-87.71565968,0
41.93203168,-87.71619177,0
41.9113699,-87.70042025,0
41.93969612,-87.66059158,0
41.93969838,-87.66051546,0
41.93970288,-87.66036321,0
41.93205088,-87.68863071,0
41.91274441,-87.68090103,0
41.91295599,-87.68122627,0
41.91306155,-87.68138882,0
41.91309667,-87.68144298,0
41.91291232,-87.68160702,0
41.91300324,-87.68174719,0
41.91313937,-87.68195744,0
41.91323013,-87.68209779,0
41.91327551,-87.68216797,0
41.93855479,-87.75940983,0
41.93855575,-87.75933352,0
41.93898423,-87.72730647,0
41.90762103,-87.72659945,0
41.9074433,-87.72630022,0
41.90702465,-87.72658128,0
41.910658,-87.72620862,0
41.9170795,-87.7264072,0
41.9172162,-87.72641457,0
41.9184212,-87.72645205,0
41.91824485,-87.72644696,0
41.91818606,-87.72644526,0
41.92457901,-87.72662527,0
41.92497733,-87.72663877,0
41.93027209,-87.71168838,0
41.93027116,-87.71175938,0
41.93027517,-87.71140234,0
41.93004866,-87.71204037,0
41.92605321,-87.71199922,0
41.92627883,-87.7120048,0
41.9325522,-87.71218108,0
41.93247607,-87.71217665,0
41.93738812,-87.70962932,0
41.93066028,-87.72680033,0
41.93160611,-87.71179536,0
41.7788227,-87.70567679,0
41.78582569,-87.72301907,0
41.77677818,-87.72285872,0
41.74023611,-87.72268408,0
41.68399874,-87.71050435,0
41.69138544,-87.70559464,0
41.70683531,-87.66003036,0
41.77953611,-87.72537336,4
41.80040257,-87.72634276,3
41.73715827,-87.56041276,3
41.93400656,-87.75815523,3
41.80819412,-87.69274925,3
41.79998891,-87.7232099,3
41.81961664,-87.70456937,3
41.80145268,-87.68534468,3
41.79567726,-87.70376599,3
41.7926873,-87.70981185,3
41.91776127,-87.68294714,2
41.9813249,-87.71213248,2
41.95859758,-87.64599621,2
41.80530314,-87.70404138,2
41.79514671,-87.72489755,2
41.79390034,-87.69883228,2
41.77896414,-87.72413802,1
41.77876015,-87.72346784,1
41.77693777,-87.72314034,1
41.79385023,-87.70371268,1
41.84777119,-87.71503378,1
41.93568595,-87.76286292,1
42.00802254,-87.66597876,4
41.8074442,-87.64322136,4
41.92608425,-87.73642754,1
41.79175659,-87.7058099,1
41.79324873,-87.73028525,1
41.92047421,-87.73874217,1
41.9213031,-87.74608053,1
41.80860876,-87.71889229,1
41.95797285,-87.67472434,1
41.77686444,-87.72963976,1
41.91959712,-87.63498532,1
41.92557648,-87.77376943,1
41.74275707,-87.72155014,1
41.91535817,-87.63435952,1
41.96800234,-87.72083365,1
41.96551636,-87.65700038,1
41.96620595,-87.65871698,1
41.96549704,-87.65840281,1
41.97606346,-87.70883229,1
41.91734749,-87.70043952,1
41.91016285,-87.71195387,1
41.91900663,-87.7166718,1
41.90112543,-87.66905562,1
41.91722944,-87.71214498,1
41.97090301,-87.72184095,1
41.95687429,-87.76727186,1
41.93797934,-87.75041901,1
41.93866955,-87.75053208,1
41.92872568,-87.74013889,1
41.92985265,-87.64297955,1
41.90113576,-87.66880272,1
41.92602665,-87.71839906,1
41.95536956,-87.71281241,1
41.99825148,-87.6650294,1
41.7959195,-87.59670826,1
41.79856147,-87.68430336,1
41.90270229,-87.70880548,1
41.81189025,-87.70150725,1
41.97168346,-87.71574742,1
41.96976123,-87.69574974,1
41.88480929,-87.63553583,1
41.83384256,-87.65118663,1
41.96821161,-87.72075515,1
41.77705157,-87.70218357,1
41.78250122,-87.70284392,1
41.78227321,-87.70308359,1
41.96874131,-87.67193125,1
41.83862885,-87.72454469,1
41.85323822,-87.67329468,1
41.95399575,-87.71084164,1
41.8388322,-87.72332956,1
41.83864959,-87.72332188,1
41.83892029,-87.71815956,1
41.83871126,-87.71966342,1
41.83068425,-87.68431914,1
41.83869584,-87.72058887,1
41.95562776,-87.71037307,1
41.79335608,-87.70689074,1
41.81682218,-87.69924199,1
41.94025771,-87.70779736,1
41.93888997,-87.71841919,1
41.89625011,-87.66295411,1
42.01440616,-87.67478397,1
41.92933018,-87.78091716,1
41.82729225,-87.70349817,1
41.8388999,-87.71937542,1
41.82722424,-87.68257714,1
42.00880143,-87.67815909,1
41.83046792,-87.70448411,1
41.84484083,-87.70855645,1
41.85905667,-87.6614989,1
41.88575349,-87.63666129,1
41.83791372,-87.66830064,1
41.84748193,-87.72083167,1
41.96575653,-87.70021598,1
41.85396591,-87.68805348,1
41.9066976,-87.67032735,1
41.84489963,-87.68796066,1
41.88895563,-87.62034373,1
41.88803646,-87.67941816,1
41.88401072,-87.70218946,1
41.84793098,-87.71596532,1
41.91870976,-87.73652027,1
41.88074243,-87.63600998,1
41.93448246,-87.7269067,1
41.83784175,-87.71079967,1
41.83778506,-87.7107978,1
41.91984479,-87.73901773,1
41.84966296,-87.71883184,1
41.93301177,-87.76474226,1
41.83736116,-87.7217732,1
41.97198358,-87.70820395,1
41.93372641,-87.70883486,0
41.93898077,-87.71140711,0
41.89549951,-87.72369955,0
41.89554381,-87.69708491,0
41.83621729,-87.66824895,0
41.83622399,-87.66795553,0
41.83611273,-87.66795099,0
41.83605709,-87.66794872,0
41.83600146,-87.66794645,0
41.83599476,-87.66823987,0
41.83600146,-87.66794645,0
41.83600146,-87.66794645,0
41.8881365,-87.62047161,0
41.88205499,-87.6338999,0
41.88509901,-87.67654771,0
41.88538925,-87.67660607,0
41.88832496,-87.67942687,0
41.88840758,-87.67913531,0
41.89555429,-87.71805456,0
41.8509558,-87.63904175,0
41.88717369,-87.76357134,0
41.80950519,-87.70417677,0
41.80797469,-87.72448005,0
41.8077373,-87.7256017,0
41.80773601,-87.72569209,0
41.79245526,-87.78187685,0
41.85894009,-87.66149486,0
41.89069434,-87.61433137,0
41.89606254,-87.66103003,0
41.85813207,-87.65153601,0
41.86927518,-87.65878741,0
41.9205427,-87.71701865,0
41.93557141,-87.70998452,0
41.93613054,-87.75234142,0
41.93419341,-87.76092771,0
41.92185899,-87.74244412,0
41.92180226,-87.74244302,0
41.78437761,-87.71342775,0
41.78415809,-87.71342442,0
41.92157536,-87.74243861,0
41.78415673,-87.71356373,0
41.92123534,-87.74243084,0
41.921122,-87.74242807,0
41.78617284,-87.71494188,0
41.92083839,-87.74242115,0
41.92072495,-87.74241838,0
41.92472746,-87.70055267,0
41.79700144,-87.70380175,0
41.78466464,-87.72307303,0
41.7792438,-87.72536608,0
41.9267366,-87.70382783,0
41.77871819,-87.72682468,0
41.77868624,-87.72951288,0
41.92911001,-87.707239,0
41.77868468,-87.72968092,0
41.92955527,-87.7079429,0
41.77867193,-87.73090471,0
41.77842249,-87.7334989,0
41.93014663,-87.70893848,0
41.77791398,-87.73236085,0
41.93056875,-87.70962972,0
41.79511004,-87.76704724,0
41.79509553,-87.76714141,0
41.80009153,-87.72321361,0
41.80004017,-87.72321178,0
41.77875389,-87.72374295,0
41.74183781,-87.72181456,0
41.81899821,-87.70454653,0
41.81931884,-87.70455758,0
41.81993256,-87.7045828,0
41.79371375,-87.69874479,0
41.79378362,-87.69477733,0
41.79378047,-87.69496028,0
41.79356414,-87.69477054,0
41.78993751,-87.6937546,0
41.78995501,-87.69384099,0
41.80133961,-87.68534164,0
41.80123048,-87.68533527,0
41.8012514,-87.68503553,0
41.80102541,-87.68540168,0
41.79333803,-87.70813804,0
41.93075069,-87.7099279,0
41.79333511,-87.70830785,0
41.79333004,-87.7085134,0
41.9310416,-87.71040591,0
41.78368372,-87.72304927,0
41.93115918,-87.71059985,0
41.7837384,-87.72305107,0
41.78379309,-87.72305288,0
41.78357434,-87.72304566,0
41.78351992,-87.72304403,0
41.77875389,-87.72374295,0
41.93355015,-87.71451812,0
41.96760741,-87.77711946,0
42.0057323,-87.66611721,0
41.65376494,-87.5433681,0
41.65194428,-87.54701058,0
41.65205834,-87.54606898,0
42.0057928,-87.66613792,0
41.65222803,-87.54700834,0
42.0058533,-87.66615862,0
42.00591482,-87.66617935,0
42.0067367,-87.66627883,0
41.65217142,-87.54700853,0
41.94235789,-87.74760676,0
41.69448969,-87.53784314,0
41.69476466,-87.53542974,0
42.00777545,-87.6671674,0
41.83773522,-87.68535751,0
41.82003278,-87.70253771,0
42.00777156,-87.66739491,0
41.81397364,-87.68472627,0
42.00777026,-87.66747075,0
41.82748705,-87.68261356,0
42.00776899,-87.66754693,0
42.00799882,-87.66694667,0
41.88429999,-87.64712646,0
41.88430047,-87.6470396,0
41.88430095,-87.64695274,0
41.88430142,-87.64686588,0
41.79060266,-87.68653589,0
41.8843019,-87.64677902,0
41.82386479,-87.68854208,0
41.84455027,-87.71061489,0
42.0067161,-87.6676758,0
41.82358129,-87.68900732,0
41.8234344,-87.6887837,0
41.79140258,-87.58063745,0
41.74828964,-87.70563382,0
41.7018299,-87.53059728,0
41.70012777,-87.5305978,0
42.0077655,-87.66777445,0
42.00659336,-87.66767364,0
41.70018419,-87.53059769,0
41.68104793,-87.53561213,0
41.84451185,-87.71341782,0
41.68290398,-87.535392,0
41.84675462,-87.6831266,0
41.68358381,-87.53510485,0
41.85657768,-87.6500285,0
41.89923923,-87.65677177,0
41.89879936,-87.65676296,0
41.88770137,-87.66719471,0
42.00798498,-87.66778051,0
42.00798498,-87.66778051,0
41.8612284,-87.67625509,0
41.95933647,-87.65612468,0
41.95978701,-87.65613611,0
41.9596744,-87.65613317,0
41.79688394,-87.70379858,0
41.79373281,-87.70370853,0
41.74213055,-87.7218241,0
41.74299303,-87.72155821,0
41.96032796,-87.65615024,0
41.86138965,-87.66890068,0
41.86141786,-87.66638826,0
41.96043124,-87.65485828,0
41.86146076,-87.6640116,0
41.86149697,-87.66156479,0
41.96043046,-87.65644714,0
41.86156805,-87.65667471,0
41.96037704,-87.65644573,0
41.95921977,-87.65641595,0
41.86167277,-87.65101783,0
41.95927608,-87.65641735,0
41.95916346,-87.65641455,0
41.95735219,-87.65636302,0
41.86165223,-87.6469037,0
41.84921028,-87.63632464,0
41.85605839,-87.66724753,0
41.95740964,-87.6563648,0
41.95746753,-87.6563665,0
41.95752499,-87.65636797,0
41.95758244,-87.65636944,0
41.94644723,-87.66385195,0
41.94657536,-87.66385529,0
41.96845195,-87.69495943,0
41.96861873,-87.69487656,0
41.97575497,-87.69285703,0
41.96865537,-87.69701439,0
41.97575549,-87.69278621,0
41.97575602,-87.69271539,0
41.97666056,-87.69253894,0
41.96865606,-87.69693575,0
41.95322036,-87.75462684,0
41.96715375,-87.7627041,0
41.97136894,-87.71574095,0
41.97126497,-87.71574067,0
41.93566514,-87.70187942,0
41.93572801,-87.70198896,0
41.9357911,-87.70209911,0
41.968654,-87.69717165,0
41.93757028,-87.70743139,0
41.93756676,-87.70772537,0
41.97780166,-87.67960359,0
41.977738,-87.67957631,0
41.9563303,-87.68868172,0
41.97607493,-87.67955246,0
41.94694204,-87.68092314,0
41.94694316,-87.68083902,0
41.97613782,-87.67955512,0
41.94692076,-87.6811304,0
41.9762657,-87.6795593,0
41.9468234,-87.68811263,0
41.97068848,-87.69071806,0
41.97169327,-87.71481765,0
41.98157753,-87.67971533,0
41.97169327,-87.71481765,0
41.97169327,-87.71481765,0
41.97169188,-87.71452348,0
41.96851105,-87.71330376,0
41.96851168,-87.7132196,0
41.96851231,-87.71313543,0
41.97016173,-87.70858739,0
41.96864073,-87.68905424,0
41.97764531,-87.71274625,0
41.96919914,-87.65489455,0
41.98049469,-87.69887255,0
41.98357258,-87.69902601,0
41.95566675,-87.7218534,0
41.95545291,-87.71066241,0
41.97764531,-87.71274625,0
41.80238778,-87.71620175,0
41.76458961,-87.7222396,0
41.78416243,-87.72276791,0
41.84815587,-87.69521965,0
41.82677557,-87.66800942,0
41.84307483,-87.66569649,0
41.73509788,-87.56256826,0
41.73527303,-87.56229485,0
41.69895524,-87.52592384,0
41.76588129,-87.72258716,0
41.76951107,-87.72238006,0
41.81374595,-87.70457532,0
41.81369495,-87.70465802,0
41.82095992,-87.69281368,0
41.82102542,-87.69270689,0
41.95359443,-87.74067777,0
41.9813224,-87.71231539,0
41.97200783,-87.70750424,0
41.9720021,-87.7084294,0
41.95338103,-87.74100291,0
41.80282309,-87.70367667,0
41.95352386,-87.72924678,0
41.80289021,-87.70367847,0
41.95351563,-87.72969133,0
41.97198129,-87.7085161,0
41.97076021,-87.70839378,0
41.95351399,-87.72978024,0
41.97070378,-87.70839226,0
41.95348601,-87.73254565,0
41.9535336,-87.72814034,0
41.97064735,-87.70839073,0
41.96136076,-87.6981033,0
41.96112965,-87.70006195,0
41.99755215,-87.70629808,0
41.97018061,-87.70648362,0
41.97018038,-87.70656817,0
41.97018038,-87.70656817,0
41.97017967,-87.7066513,0
41.96821161,-87.72075515,0
41.975875,-87.7062975,0
41.97587446,-87.70637628,0
41.97309069,-87.70846035,0
41.9731475,-87.70846178,0
41.97320419,-87.70846322,0
41.97403343,-87.70604251,0
41.97403343,-87.70604251,0
41.97039404,-87.70471963,0
41.95525564,-87.71280893,0
41.95740625,-87.71289608,0
41.95699045,-87.71286286,0
41.95766386,-87.71288609,0
41.95784184,-87.71289198,0
41.95887035,-87.71292318,0
41.95971284,-87.71294933,0
41.9539244,-87.71585065,0
41.95338103,-87.74100291,0
41.88423278,-87.61890196,0
41.90214009,-87.63456066,0
42.01490051,-87.69979065,0
42.01468853,-87.69982106,0
41.91336588,-87.68230818,0
41.90477487,-87.6689143,0
41.90481778,-87.66898117,0
41.9057526,-87.6704595,0
41.90579704,-87.67052963,0
41.90606096,-87.67093789,0
41.90610487,-87.67100675,0
41.90623661,-87.67121335,0
41.90665738,-87.67187112,0
41.9067715,-87.67204961,0
42.01490511,-87.6998106,0
42.01467967,-87.6998566,0
41.83055665,-87.67033882,0
42.01217318,-87.69984398,0
41.83346264,-87.67240442,0
41.83254814,-87.67435884,0
41.82714933,-87.68269713,0
41.82725699,-87.68298272,0
41.80858862,-87.71344208,0
41.81597492,-87.70140461,0
41.8132719,-87.70534703,0
41.81318604,-87.70548686,0
41.8160052,-87.70089339,0
42.01211436,-87.69986516,0
41.82925414,-87.67926847,0
42.01255399,-87.69986006,0
41.84597113,-87.64875894,0
41.89627688,-87.6613561,0
42.01268035,-87.69985838,0
41.88816582,-87.63981481,0
42.01127341,-87.69985525,0
41.96137912,-87.75529754,0
41.96142777,-87.75536751,0
41.95691274,-87.75128865,0
41.95703732,-87.75119075,0
41.94905061,-87.73994706,0
41.94901577,-87.73988974,0
41.94898105,-87.73983301,0
41.94768832,-87.74024258,0
41.94784124,-87.74032195,0
41.94874358,-87.73990909,0
41.94877656,-87.73996271,0
41.94881128,-87.74001944,0
41.94950594,-87.74111092,0
41.94950594,-87.74111092,0
41.94950594,-87.74111092,0
41.94908517,-87.74000397,0
41.9239063,-87.6392867,0
41.77858403,-87.72042748,0
41.92364998,-87.63945497,0
41.85396591,-87.68805348,0
41.92366452,-87.63913301,0
41.78137459,-87.77413212,0
41.85436479,-87.69046703,0
41.9299008,-87.64305341,0
41.78159407,-87.77413932,0
41.92994466,-87.64312206,0
41.85555979,-87.69326328,0
41.78076066,-87.71261333,0
41.96876514,-87.68595905,0
41.85532961,-87.69446285,0
41.83640301,-87.66585881,0
41.96874032,-87.68632903,0
41.83568139,-87.66581431,0
41.83546116,-87.66554052,0
41.89586508,-87.76557686,0
41.96869115,-87.69251201,0
41.96847333,-87.69227264,0
41.80768203,-87.72984725,0
41.80768469,-87.72964243,0
41.90973834,-87.67669265,0
41.90955014,-87.67729271,0
41.79415782,-87.77179678,0
42.00379289,-87.6607231,0
41.91727674,-87.72650046,0
41.80847582,-87.68897252,0
41.80847328,-87.6891194,0
41.87233046,-87.7350618,0
41.80847069,-87.68926597,0
41.92243702,-87.67390479,0
41.8084864,-87.68831294,0
41.9391926,-87.71156589,0
41.80848522,-87.68838623,0
41.8082839,-87.68719503,0
41.94020148,-87.71268177,0
41.94025592,-87.7126828,0
41.96820638,-87.72117796,0
41.96820741,-87.72109333,0
41.96820536,-87.7212625,0
41.96820435,-87.72134704,0
41.90679302,-87.670482,0
41.90685405,-87.67057679,0
42.0037267,-87.66067538,0
41.87135027,-87.73999155,0
41.87133272,-87.7401655,0
41.85374918,-87.68780348,0
41.8537464,-87.68804904,0
41.85390033,-87.67601489,0
41.92872796,-87.73999431,0
41.88073313,-87.63691991,0
41.91978797,-87.73901586,0
41.88807759,-87.67912556,0
41.88862186,-87.68433123,0
41.88798733,-87.68431059,0
41.91482574,-87.68455197,0
41.91486336,-87.6846097,0
41.88840303,-87.62439642,0
41.95557107,-87.71037157,3
41.77870049,-87.72834768,3
41.77853863,-87.72355064,2
41.95608065,-87.73799909,2
41.96503885,-87.65740624,2
41.95046225,-87.6742136,2
41.96611211,-87.65776528,2
41.90191262,-87.7154044,2
42.0036012,-87.66447115,2
41.77516396,-87.76463504,2
41.93257875,-87.70636269,2
41.95336397,-87.74302554,2
41.95336771,-87.74226136,2
41.95353193,-87.72833818,2
41.89437776,-87.66658782,2
41.97597837,-87.69197556,2
41.80825349,-87.70262452,2
41.80007923,-87.73319335,2
41.78558727,-87.76554119,1
41.91234103,-87.65129612,1
41.79101352,-87.68899064,1
41.95231304,-87.687057,1
41.7980295,-87.60246287,1
41.97131695,-87.71574081,1
41.97152757,-87.71574187,1
41.91050081,-87.66912756,1
41.89645531,-87.62564517,1
41.77323961,-87.72613457,1
41.92380361,-87.69266952,1
41.91327662,-87.7047595,1
41.99752029,-87.70810403,1
